Barcode,Barcode_Prefix,Barcode_Postfix,Barcode_Postfix_Diff
A0005609342,A,0005609342,17
A0005609359,A,0005609359,17
A0005612742,A,0005612742,174
A0005612916,A,0005612916,16
A0005612932,A,0005612932,16
A0005613088,A,0005613088,156
A0005613245,A,0005613245,157
A0005614227,A,0005614227,982
A0005619010,A,0005619010,2964
A0005621974,A,0005621974,975
A0005622949,A,0005622949,975
A0005624960,A,0005624960,57
A0005625017,A,0005625017,57
A0005627674,A,0005627674,2657
A0005631064,A,0005631064,3390
A0005635370,A,0005635370,2584
A0005637954,A,0005637954,272
A0005638226,A,0005638226,272
A0005642244,A,0005642244,2451
A0005644695,A,0005644695,50
A0005644745,A,0005644745,50
A0005645262,A,0005645262,517
A0005649371,A,0005649371,141
A0005649512,A,0005649512,117
A0005649629,A,0005649629,49
A0005649678,A,0005649678,49
A0005651468,A,0005651468,1353
A0005652821,A,0005652821,297
A0005653118,A,0005653118,297
A0005654892,A,0005654892,1774
A0005661574,A,0005661574,6682
A0005670534,A,0005670534,41
A0005670575,A,0005670575,41
A0005672084,A,0005672084,446
A0005672530,A,0005672530,174
A0005672704,A,0005672704,174
A0005687066,A,0005687066,214
A0005687280,A,0005687280,214
A0005690508,A,0005690508,1204
A0005691712,A,0005691712,8
A0005691720,A,0005691720,8
A0005692280,A,0005692280,299
A0005692579,A,0005692579,299
A0005693882,A,0005693882,1146
A0005695028,A,0005695028,677
A0005695705,A,0005695705,677
A0005696513,A,0005696513,651
A0005697164,A,0005697164,99
A0005697263,A,0005697263,99
A0005701438,A,0005701438,148
A0005701586,A,0005701586,148
A0005701826,A,0005701826,33
A0005701859,A,0005701859,33
A0005705124,A,0005705124,132
A0005705256,A,0005705256,107
A0005705363,A,0005705363,107
A0005705611,A,0005705611,208
A0005705819,A,0005705819,16
A0005705835,A,0005705835,16
A0005710959,A,0005710959,280
A0005711239,A,0005711239,280
A0005711528,A,0005711528,289
A0005735477,A,0005735477,3737
A0005739214,A,0005739214,505
A0005739719,A,0005739719,31
A0005739750,A,0005739750,18
A0005739768,A,0005739768,18
A0005740451,A,0005740451,683
A0005750450,A,0005750450,1454
A0005751904,A,0005751904,503
A0005752407,A,0005752407,8
A0005752415,A,0005752415,8
A0005754536,A,0005754536,41
A0005754577,A,0005754577,41
A0005764659,A,0005764659,58
A0005764717,A,0005764717,41
A0005764758,A,0005764758,32
A0005764790,A,0005764790,32
A0005764824,A,0005764824,34
A0005764964,A,0005764964,140
A0005765128,A,0005765128,16
A0005765144,A,0005765144,16
A0005779012,A,0005779012,6486
A0005785498,A,0005785498,16
A0005785514,A,0005785514,16
A0005785738,A,0005785738,73
A0005785811,A,0005785811,73
A0005787486,A,0005787486,725
A0005788211,A,0005788211,725
A0005790464,A,0005790464,2253
A0005796784,A,0005796784,3232
A0005800016,A,0005800016,115
A0005800131,A,0005800131,115
A0005800420,A,0005800420,289
A0005806039,A,0005806039,5619
A0005818380,A,0005818380,693
A0005819073,A,0005819073,693
A0005824560,A,0005824560,461
A0005825021,A,0005825021,461
A0005827423,A,0005827423,8
A0005827431,A,0005827431,8
A0005833363,A,0005833363,3795
A0005837158,A,0005837158,1262
A0005838420,A,0005838420,1262
A0005839873,A,0005839873,264
A0005840137,A,0005840137,264
A0005843313,A,0005843313,125
A0005843438,A,0005843438,125
A0005843644,A,0005843644,206
A0005844774,A,0005844774,190
A0005844964,A,0005844964,190
A0005846753,A,0005846753,58
A0005846811,A,0005846811,58
A0005851753,A,0005851753,793
A0005852546,A,0005852546,114
A0005852660,A,0005852660,114
A0005856869,A,0005856869,246
A0005857115,A,0005857115,246
A0005859855,A,0005859855,2740
A0005864491,A,0005864491,497
A0005864988,A,0005864988,336
A0005865324,A,0005865324,91
A0005865415,A,0005865415,65
A0005865480,A,0005865480,65
A0005866017,A,0005866017,537
A0005869052,A,0005869052,3035
A0005873013,A,0005873013,133
A0005873146,A,0005873146,133
A0005873369,A,0005873369,223
A0005873872,A,0005873872,347
A0005874219,A,0005874219,347
A0005875687,A,0005875687,1468
A0005878590,A,0005878590,174
A0005878764,A,0005878764,174
A0005878947,A,0005878947,183
A0005882501,A,0005882501,537
A0005883038,A,0005883038,263
A0005883301,A,0005883301,263
A0005883566,A,0005883566,265
A0005884374,A,0005884374,808
A0005887898,A,0005887898,2838
A0005890736,A,0005890736,469
A0005891205,A,0005891205,469
A0005894027,A,0005894027,669
A0005894696,A,0005894696,669
A0005895941,A,0005895941,1245
A0005908470,A,0005908470,5777
A0005914247,A,0005914247,4355
A0005918602,A,0005918602,4355
A0005927033,A,0005927033,7352
A0005934385,A,0005934385,464
A0005934849,A,0005934849,140
A0005934989,A,0005934989,140
A0005936125,A,0005936125,1136
A0005941356,A,0005941356,751
A0005942107,A,0005942107,281
A0005942388,A,0005942388,281
A0005943865,A,0005943865,58
A0005943923,A,0005943923,58
A0005946280,A,0005946280,159
A0005946439,A,0005946439,159
A0005946629,A,0005946629,190
A0005948013,A,0005948013,140
A0005948153,A,0005948153,140
A0005948443,A,0005948443,290
A0005950209,A,0005950209,1154
A0005951363,A,0005951363,1154
A0005954912,A,0005954912,8
A0005954920,A,0005954920,8
A0005954961,A,0005954961,41
A0005955513,A,0005955513,83
A0005955596,A,0005955596,83
A0005964275,A,0005964275,34
A0005964309,A,0005964309,34
A0005964689,A,0005964689,380
A0005967328,A,0005967328,948
A0005968276,A,0005968276,948
A0005973466,A,0005973466,1014
A0005974480,A,0005974480,273
A0005974753,A,0005974753,8
A0005974761,A,0005974761,8
A0005978424,A,0005978424,513
A0005978937,A,0005978937,180
A0005979117,A,0005979117,180
A0005981279,A,0005981279,2162
A0005984224,A,0005984224,882
A0005985106,A,0005985106,8
A0005985114,A,0005985114,8
A0005985999,A,0005985999,261
A0005986260,A,0005986260,159
A0005986419,A,0005986419,159
A0005990122,A,0005990122,99
A0005990221,A,0005990221,99
A0005991302,A,0005991302,628
A0005991930,A,0005991930,628
A0005996301,A,0005996301,224
A0005996525,A,0005996525,224
A0005998653,A,0005998653,8
A0005998661,A,0005998661,8
A0005998679,A,0005998679,18
A0006020887,A,0006020887,8
A0006020895,A,0006020895,8
A0006021216,A,0006021216,156
A0006021372,A,0006021372,58
A0006021430,A,0006021430,58
A0006027197,A,0006027197,3919
A0006031116,A,0006031116,3919
A0006044580,A,0006044580,718
A0006045298,A,0006045298,718
A0006053946,A,0006053946,1031
A0006054977,A,0006054977,1031
A0006059174,A,0006059174,297
A0006059471,A,0006059471,42
A0006059513,A,0006059513,42
A0006059653,A,0006059653,140
A0006060016,A,0006060016,363
A0006064471,A,0006064471,521
A0006064992,A,0006064992,521
A0006068845,A,0006068845,3853
A0006074785,A,0006074785,4859
A0006079644,A,0006079644,33
A0006079677,A,0006079677,33
A0006083869,A,0006083869,2209
A0006086078,A,0006086078,860
A0006086938,A,0006086938,860
A0006091383,A,0006091383,4445
A0006099766,A,0006099766,8383
A0006120166,A,0006120166,662
A0006120828,A,0006120828,662
A0006131304,A,0006131304,331
A0006131635,A,0006131635,331
A0006137020,A,0006137020,471
A0006137491,A,0006137491,471
A0006142038,A,0006142038,4547
A0006152730,A,0006152730,10692
A0006165641,A,0006165641,3978
A0006169619,A,0006169619,263
A0006169882,A,0006169882,263
A0006173462,A,0006173462,610
A0006174072,A,0006174072,50
A0006174122,A,0006174122,50
A0006174239,A,0006174239,23
A0006174262,A,0006174262,23
A0006174338,A,0006174338,76
A0006174700,A,0006174700,18
A0006174718,A,0006174718,18
A0006174965,A,0006174965,247
A0006175384,A,0006175384,289
A0006175673,A,0006175673,289
A0006180525,A,0006180525,974
A0006181499,A,0006181499,974
A0006184568,A,0006184568,24
A0006184592,A,0006184592,24
A0006185508,A,0006185508,916
A0006194898,A,0006194898,5740
A0006200638,A,0006200638,148
A0006200786,A,0006200786,115
A0006200901,A,0006200901,115
A0006201016,A,0006201016,115
A0006201263,A,0006201263,50
A0006201313,A,0006201313,50
A0006201446,A,0006201446,133
A0006204085,A,0006204085,2639
A0006210470,A,0006210470,6073
A0006216543,A,0006216543,215
A0006216758,A,0006216758,215
A0006217384,A,0006217384,626
A0006224299,A,0006224299,32
A0006224331,A,0006224331,32
A0006224398,A,0006224398,67
A0006224604,A,0006224604,206
A0006224810,A,0006224810,206
A0006225247,A,0006225247,437
A0006226260,A,0006226260,175
A0006226435,A,0006226435,175
A0006229926,A,0006229926,3491
A0006239222,A,0006239222,891
A0006240113,A,0006240113,891
A0006241137,A,0006241137,1024
A0006248181,A,0006248181,1008
A0006249189,A,0006249189,1008
A0006256192,A,0006256192,125
A0006256317,A,0006256317,125
A0006256796,A,0006256796,479
A0006257703,A,0006257703,907
A0006259022,A,0006259022,1319
A0006263651,A,0006263651,2988
A0006266639,A,0006266639,732
A0006267371,A,0006267371,68
A0006267439,A,0006267439,68
A0006267967,A,0006267967,528
A0006268528,A,0006268528,281
A0006268809,A,0006268809,281
A0006271175,A,0006271175,34
A0006271209,A,0006271209,34
A0006282990,A,0006282990,248
A0006283238,A,0006283238,248
A0006302574,A,0006302574,50
A0006302624,A,0006302624,50
A0006305247,A,0006305247,2623
A0006309371,A,0006309371,2632
A0006312003,A,0006312003,1552
A0006313555,A,0006313555,1552
A0006316772,A,0006316772,216
A0006316988,A,0006316988,216
A0006326680,A,0006326680,224
A0006326904,A,0006326904,224
A0006327944,A,0006327944,1040
A0006334627,A,0006334627,2260
A0006336887,A,0006336887,2260
A0006339477,A,0006339477,2590
A0006347009,A,0006347009,742
A0006347751,A,0006347751,561
A0006348312,A,0006348312,265
A0006348577,A,0006348577,214
A0006348791,A,0006348791,208
A0006348999,A,0006348999,208
A0006350417,A,0006350417,1418
A0006351928,A,0006351928,469
A0006352397,A,0006352397,469
A0006355739,A,0006355739,49
A0006355788,A,0006355788,49
A0006357313,A,0006357313,1525
A0006361448,A,0006361448,4135
A0006365605,A,0006365605,1584
A0006367189,A,0006367189,1584
A0006372569,A,0006372569,347
A0006372916,A,0006372916,245
A0006373161,A,0006373161,245
A0006375216,A,0006375216,1105
A0006376321,A,0006376321,1105
A0006381602,A,0006381602,5281
A0006391700,A,0006391700,1057
A0006392757,A,0006392757,1057
A0006398382,A,0006398382,4497
A0006402879,A,0006402879,155
A0006403034,A,0006403034,148
A0006403182,A,0006403182,148
A0006409734,A,0006409734,6552
A0006417984,A,0006417984,4810
A0006422794,A,0006422794,190
A0006422984,A,0006422984,190
A0006426001,A,0006426001,992
A0006426993,A,0006426993,560
A0006427553,A,0006427553,175
A0006427728,A,0006427728,175
A0006427959,A,0006427959,231
A0006428684,A,0006428684,725
A0006437065,A,0006437065,2707
A0006439772,A,0006439772,1107
A0006440879,A,0006440879,1107
A0006444996,A,0006444996,171
A0006445167,A,0006445167,171
A0006451124,A,0006451124,247
A0006451371,A,0006451371,247
A0006459648,A,0006459648,8277
A0006468615,A,0006468615,133
A0006468748,A,0006468748,133
A0006472757,A,0006472757,991
A0006473748,A,0006473748,991
A0006484539,A,0006484539,591
A0006485130,A,0006485130,591
A0006489058,A,0006489058,214
A0006489272,A,0006489272,214
A0006491591,A,0006491591,281
A0006491872,A,0006491872,117
A0006491989,A,0006491989,117
A0006494447,A,0006494447,981
A0006495428,A,0006495428,981
A0006496624,A,0006496624,1196
A0006499834,A,0006499834,124
A0006499958,A,0006499958,45
A0006500003,A,0006500003,45
A0006500102,A,0006500102,99
A0006500433,A,0006500433,331
A0006500888,A,0006500888,455
A0006504773,A,0006504773,312
A0006505085,A,0006505085,312
A0006512636,A,0006512636,2277
A0006514913,A,0006514913,2277
A0006517866,A,0006517866,957
A0006518823,A,0006518823,957
A0006520464,A,0006520464,1641
A0006522643,A,0006522643,2179
A0006527352,A,0006527352,373
A0006527725,A,0006527725,41
A0006527766,A,0006527766,41
A0006527980,A,0006527980,214
A0006530158,A,0006530158,82
A0006530240,A,0006530240,82
A0006531602,A,0006531602,1362
A0006537617,A,0006537617,4437
A0006542054,A,0006542054,4437
A0006547921,A,0006547921,33
A0006547954,A,0006547954,33
A0006552137,A,0006552137,1815
A0006553952,A,0006553952,519
A0006554471,A,0006554471,519
A0006559595,A,0006559595,842
A0006560437,A,0006560437,842
A0006561971,A,0006561971,1534
A0006564546,A,0006564546,304
A0006564850,A,0006564850,304
A0006566624,A,0006566624,1123
A0006567747,A,0006567747,1123
A0006569933,A,0006569933,685
A0006570618,A,0006570618,685
A0006572481,A,0006572481,18
A0006572499,A,0006572499,18
A0006572838,A,0006572838,339
A0006573596,A,0006573596,758
A0006574602,A,0006574602,749
A0006575351,A,0006575351,749
A0006584122,A,0006584122,645
A0006584767,A,0006584767,576
A0006585343,A,0006585343,505
A0006585848,A,0006585848,505
A0006586754,A,0006586754,906
A0006589089,A,0006589089,685
A0006589774,A,0006589774,685
A0006594741,A,0006594741,99
A0006594840,A,0006594840,99
A0006595292,A,0006595292,452
A0006596472,A,0006596472,1180
A0006599096,A,0006599096,255
A0006599351,A,0006599351,255
A0006600118,A,0006600118,767
A0006606594,A,0006606594,50
A0006606644,A,0006606644,50
A0006607451,A,0006607451,323
A0006607774,A,0006607774,323
A0006608459,A,0006608459,297
A0006608756,A,0006608756,297
A0006611123,A,0006611123,554
A0006611677,A,0006611677,115
A0006611792,A,0006611792,115
A0006612790,A,0006612790,347
A0006613137,A,0006613137,65
A0006613202,A,0006613202,42
A0006613244,A,0006613244,42
A0006613525,A,0006613525,281
A0006616361,A,0006616361,208
A0006616569,A,0006616569,208
A0006618367,A,0006618367,480
A0006618847,A,0006618847,99
A0006618946,A,0006618946,99
A0006622948,A,0006622948,89
A0006623037,A,0006623037,49
A0006623086,A,0006623086,49
A0006623136,A,0006623136,50
A0006623235,A,0006623235,99
A0006623847,A,0006623847,140
A0006623987,A,0006623987,140
A0006625925,A,0006625925,97
A0006626022,A,0006626022,97
A0006626139,A,0006626139,99
A0006626238,A,0006626238,99
A0006629315,A,0006629315,1435
A0006630750,A,0006630750,470
A0006631220,A,0006631220,470
A0006632129,A,0006632129,909
A0006638134,A,0006638134,883
A0006639017,A,0006639017,883
A0006640403,A,0006640403,1386
A0006641906,A,0006641906,42
A0006641948,A,0006641948,42
A0006642599,A,0006642599,651
A0006644090,A,0006644090,1491
A0006645956,A,0006645956,90
A0006646046,A,0006646046,90
A0006646319,A,0006646319,273
A0006646707,A,0006646707,73
A0006646780,A,0006646780,73
A0006646913,A,0006646913,133
A0006647671,A,0006647671,758
A0006648893,A,0006648893,115
A0006649008,A,0006649008,115
A0006652598,A,0006652598,949
A0006653547,A,0006653547,899
A0006654446,A,0006654446,338
A0006654784,A,0006654784,338
A0006655203,A,0006655203,419
A0006656110,A,0006656110,907
A0006658611,A,0006658611,273
A0006658884,A,0006658884,273
A0006659924,A,0006659924,146
A0006660070,A,0006660070,146
A0006660617,A,0006660617,547
A0006663272,A,0006663272,2451
A0006665723,A,0006665723,328
A0006666051,A,0006666051,328
A0006666507,A,0006666507,8
A0006666515,A,0006666515,8
A0006666671,A,0006666671,156
A0006666952,A,0006666952,26
A0006666978,A,0006666978,26
A0006670202,A,0006670202,198
A0006670400,A,0006670400,198
A0006673206,A,0006673206,998
A0006674204,A,0006674204,998
A0006677520,A,0006677520,3316
A0006684039,A,0006684039,172
A0006684211,A,0006684211,172
A0006687933,A,0006687933,1865
A0006689798,A,0006689798,394
A0006690192,A,0006690192,265
A0006690457,A,0006690457,265
A0006691562,A,0006691562,42
A0006691604,A,0006691604,42
A0006697197,A,0006697197,182
A0006697379,A,0006697379,182
A0006697767,A,0006697767,16
A0006697783,A,0006697783,16
A0006697825,A,0006697825,42
A0006698096,A,0006698096,271
A0006700033,A,0006700033,338
A0006700371,A,0006700371,338
A0006700892,A,0006700892,521
A0006703797,A,0006703797,2905
A0006708358,A,0006708358,165
A0006708523,A,0006708523,41
A0006708564,A,0006708564,41
A0006709349,A,0006709349,785
A0006711642,A,0006711642,1255
A0006712897,A,0006712897,303
A0006713200,A,0006713200,303
A0006716872,A,0006716872,313
A0006717185,A,0006717185,313
A0006722250,A,0006722250,109
A0006722359,A,0006722359,32
A0006722391,A,0006722391,32
A0006723928,A,0006723928,1537
A0006729107,A,0006729107,899
A0006730006,A,0006730006,899
A0006735880,A,0006735880,5874
A0006742456,A,0006742456,6576
A0006753339,A,0006753339,8266
A0006761605,A,0006761605,1616
A0006763221,A,0006763221,1616
A0006767545,A,0006767545,932
A0006768477,A,0006768477,932
A0006771315,A,0006771315,2838
A0006776660,A,0006776660,3137
A0006779797,A,0006779797,3137
A0006789721,A,0006789721,818
A0006790539,A,0006790539,818
A0006791784,A,0006791784,477
A0006792261,A,0006792261,42
A0006792303,A,0006792303,42
A0006792691,A,0006792691,388
A0006793327,A,0006793327,636
A0006796155,A,0006796155,2828
A0006801302,A,0006801302,323
A0006801625,A,0006801625,91
A0006801716,A,0006801716,91
A0006804348,A,0006804348,1797
A0006806145,A,0006806145,1797
A0006810279,A,0006810279,3234
A0006813513,A,0006813513,41
A0006813554,A,0006813554,41
A0006815724,A,0006815724,41
A0006815765,A,0006815765,41
A0006816581,A,0006816581,816
A0006819148,A,0006819148,586
A0006819734,A,0006819734,586
A0006820658,A,0006820658,444
A0006821102,A,0006821102,34
A0006821136,A,0006821136,34
A0006821490,A,0006821490,265
A0006821755,A,0006821755,42
A0006821797,A,0006821797,8
A0006821805,A,0006821805,8
A0006822746,A,0006822746,99
A0006822845,A,0006822845,99
A0006824361,A,0006824361,1516
A0006826010,A,0006826010,729
A0006826739,A,0006826739,729
A0006828479,A,0006828479,66
A0006828545,A,0006828545,66
A0006829428,A,0006829428,883
A0006832224,A,0006832224,156
A0006832380,A,0006832380,156
A0006834311,A,0006834311,1106
A0006835417,A,0006835417,338
A0006835755,A,0006835755,224
A0006835979,A,0006835979,224
A0006836589,A,0006836589,610
A0006837231,A,0006837231,83
A0006837314,A,0006837314,83
A0006837561,A,0006837561,26
A0006837587,A,0006837587,26
A0006837678,A,0006837678,8
A0006837686,A,0006837686,8
A0006837728,A,0006837728,42
A0006838825,A,0006838825,1097
A0006839930,A,0006839930,1105
A0006842132,A,0006842132,265
A0006842397,A,0006842397,265
A0006843049,A,0006843049,271
A0006843320,A,0006843320,91
A0006843411,A,0006843411,91
A0006844096,A,0006844096,42
A0006844138,A,0006844138,42
A0006845564,A,0006845564,297
A0006845861,A,0006845861,297
A0006847578,A,0006847578,115
A0006847693,A,0006847693,115
A0006848295,A,0006848295,372
A0006848667,A,0006848667,50
A0006848717,A,0006848717,50
A0006848881,A,0006848881,164
A0006850408,A,0006850408,240
A0006850648,A,0006850648,240
A0006850960,A,0006850960,312
A0006851687,A,0006851687,727
A0006860589,A,0006860589,99
A0006860688,A,0006860688,99
A0006861843,A,0006861843,734
A0006862577,A,0006862577,734
A0006863914,A,0006863914,907
A0006864821,A,0006864821,75
A0006864896,A,0006864896,75
A0006865158,A,0006865158,262
A0006865687,A,0006865687,214
A0006865901,A,0006865901,214
A0006869887,A,0006869887,131
A0006870018,A,0006870018,131
A0006870331,A,0006870331,190
A0006870521,A,0006870521,132
A0006870653,A,0006870653,132
A0006870810,A,0006870810,34
A0006870844,A,0006870844,34
A0006870984,A,0006870984,140
A0006876874,A,0006876874,2309
A0006879183,A,0006879183,281
A0006879464,A,0006879464,281
A0006879787,A,0006879787,323
A0006886337,A,0006886337,1946
A0006888283,A,0006888283,107
A0006888390,A,0006888390,107
A0006888564,A,0006888564,174
A0006891592,A,0006891592,2632
A0006894224,A,0006894224,1270
